ID,Days_active,Mature_content,Views,Affiliate,Channel_ID
2679,708,TRUE,849,FALSE,137487388
1341,878,TRUE,1277,FALSE,124488823
3575,2318,FALSE,24620,FALSE,30531777
6723,2192,TRUE,82533,FALSE,36811973
2404,2026,FALSE,3105,FALSE,41080416
5827,2213,TRUE,4455,FALSE,36320463
3441,1310,TRUE,2047,FALSE,84139899
2791,2018,TRUE,36411,FALSE,40163758
4664,1888,FALSE,1556,FALSE,47114872
1449,2315,TRUE,1208591,TRUE,31198589
3721,2505,TRUE,11888,FALSE,26518014
1615,468,FALSE,840,FALSE,161762606
6841,2925,TRUE,5829,FALSE,15580580
3895,1795,FALSE,19456,FALSE,51241870
367,1485,TRUE,5855,FALSE,71437112
4903,1151,TRUE,23895,FALSE,99610736
2668,2353,TRUE,50752,FALSE,30251160
1506,1717,TRUE,24738,FALSE,55791103
248,1016,TRUE,4234,FALSE,111166048
2140,1856,TRUE,2885,FALSE,48894975
5879,1107,TRUE,7370,FALSE,103396675
3087,462,TRUE,2545,FALSE,162413071
4320,1855,TRUE,1075,FALSE,48899959
4648,268,FALSE,305,FALSE,155955640
566,1710,TRUE,6516,FALSE,56034633
3093,2491,FALSE,760,FALSE,26352741
1927,1186,FALSE,1418,FALSE,95667710
4131,1374,TRUE,8245,FALSE,79160734
5869,753,TRUE,1284,FALSE,134559021
5217,1568,FALSE,6394,FALSE,65122168
1144,596,TRUE,8290,FALSE,148540087
2191,1270,TRUE,64,FALSE,89134184
1744,1897,FALSE,453,FALSE,46846022
1678,449,TRUE,558,FALSE,159010732
792,1395,TRUE,526969,TRUE,77367177
961,1785,FALSE,53441,TRUE,51972373
645,2288,FALSE,617,FALSE,31950366
3373,2104,FALSE,153562,TRUE,39124914
4432,408,FALSE,1227,FALSE,171190380
6349,1701,TRUE,2334,FALSE,56228219
4179,2146,FALSE,702,FALSE,38004250
3985,1748,FALSE,2136,FALSE,53725918
2734,896,FALSE,5066,FALSE,123001123
3180,2248,FALSE,13172,FALSE,32775465
2427,701,TRUE,6668,FALSE,139187865
696,1224,FALSE,3536,FALSE,92866210
5198,768,FALSE,2334,FALSE,133951316
813,826,TRUE,3331,FALSE,126830529
3272,2354,TRUE,41033,FALSE,30219770
4305,1816,TRUE,109021,FALSE,50521936
2904,1196,TRUE,419132,TRUE,95263427
319,1420,TRUE,43483,FALSE,75683284
6235,1171,FALSE,1112,FALSE,97007704
4804,2885,TRUE,4574,FALSE,17918938
3013,1122,FALSE,6106,FALSE,102341566
3440,1748,FALSE,8456,FALSE,54026106
6530,1062,FALSE,385384,TRUE,107231994
1529,1522,TRUE,5133,FALSE,66833985
2087,1408,TRUE,39125,FALSE,76460561
482,400,FALSE,621,FALSE,171869292
5503,769,TRUE,1135,FALSE,133460520
1279,662,FALSE,6009,FALSE,142150645
3536,901,TRUE,951,FALSE,122560370
6617,3190,TRUE,901,FALSE,10009527
1823,1475,FALSE,986,FALSE,72093951
6272,1813,FALSE,110842,FALSE,50542781
5031,1079,FALSE,703,FALSE,105115098
5272,1390,FALSE,1067,FALSE,77656059
3099,643,FALSE,1691,FALSE,142580870
6230,217,FALSE,25554,FALSE,203945784
3450,1762,TRUE,2736,FALSE,53223321
6875,818,FALSE,1507,FALSE,128646623
3803,553,TRUE,842,FALSE,151380657
5370,2317,FALSE,22590,FALSE,31115305
4041,1772,TRUE,19342,FALSE,52651220
1848,564,FALSE,1317,FALSE,151618272
2854,2250,FALSE,2010,FALSE,31332941
2380,980,FALSE,5272,FALSE,114939422
3098,1685,TRUE,8479,FALSE,57744517
4638,1050,FALSE,3094,FALSE,107309637
1410,835,FALSE,1440,FALSE,127636143
5680,2345,TRUE,4569,FALSE,30421937
4065,2036,TRUE,4637,FALSE,41313545
212,1794,FALSE,912,FALSE,50364938
1834,2146,FALSE,2006,FALSE,37941667
6540,2107,FALSE,1713,FALSE,38959882
1459,2212,FALSE,1154,FALSE,35868061
5532,1161,FALSE,13904,FALSE,98579042
12,2666,FALSE,115499,FALSE,23101471
3475,593,TRUE,7224,FALSE,148845595
5845,2282,TRUE,1822,FALSE,31519990
1711,2074,TRUE,79,FALSE,39878212
749,2765,TRUE,14482,FALSE,21136887
3222,1774,FALSE,12718,FALSE,50634124
4287,328,TRUE,703,FALSE,181577509
2181,1268,TRUE,2631,FALSE,89298004
3809,704,TRUE,5838,FALSE,139010757
1332,2323,TRUE,1449,FALSE,30739556
2802,2992,FALSE,28257,FALSE,14317985
2201,2338,FALSE,31417100,TRUE,30623831
3364,1597,FALSE,1163,FALSE,61939401
1430,2275,TRUE,14961,FALSE,32257933
1362,2256,TRUE,879,FALSE,32279554
6976,2546,FALSE,2483,FALSE,25624264
3937,894,TRUE,1964,FALSE,123050833
6662,1171,FALSE,877,FALSE,97532959
5417,1866,TRUE,5927,FALSE,48443728
4700,2141,TRUE,1038012,TRUE,38103756
5483,1404,FALSE,6387,FALSE,76722678
162,2856,FALSE,11398,FALSE,18596254
5461,1315,FALSE,2345,FALSE,83587526
135,2583,TRUE,11078,FALSE,24854861
468,2687,TRUE,5299,FALSE,22643788
167,542,TRUE,59820,FALSE,153780645
2461,1045,TRUE,2393,FALSE,107026135
4238,1181,FALSE,3534,FALSE,96151231
2954,940,TRUE,22264,FALSE,118872889
5434,1185,FALSE,4154,FALSE,96235910
1059,2231,TRUE,1358904,TRUE,35911424
1623,1715,TRUE,7734,FALSE,51842851
3403,1543,TRUE,22194,FALSE,66821929
15,3260,FALSE,65161,FALSE,8962054
5145,1984,TRUE,283939,TRUE,43216586
1031,977,TRUE,4785,FALSE,115169013
5685,2706,TRUE,3676,FALSE,22361019
4666,965,TRUE,4109,FALSE,116014186
2215,981,TRUE,27417,FALSE,114815974
6085,1067,FALSE,1391,FALSE,106690327
949,3647,TRUE,1988194,TRUE,2164989
6882,1781,TRUE,7199,FALSE,52198890
1686,1972,FALSE,32583,FALSE,43028413
1954,1640,FALSE,1550,FALSE,58284129
4574,766,TRUE,458,FALSE,131835636
5270,1224,TRUE,2153,FALSE,92836521
3121,3107,FALSE,209,FALSE,11017400
5697,1214,TRUE,9502,FALSE,93713373
4621,849,TRUE,45299,FALSE,126863110
6579,1740,FALSE,2027,FALSE,54066018
3590,272,TRUE,869,FALSE,188686564
5913,2511,TRUE,260700,TRUE,26408342
970,1166,FALSE,141,FALSE,77515045
3677,1505,FALSE,136,FALSE,69660740
5843,1630,FALSE,1449,FALSE,60863729
4942,1407,FALSE,14363,FALSE,76360974
1521,1861,FALSE,563,FALSE,48699312
6049,983,TRUE,2084,FALSE,114095817
3765,1131,TRUE,21932,FALSE,101245529
4661,275,TRUE,5877,FALSE,189704816
2617,2148,FALSE,2818,FALSE,37115931
1647,2202,TRUE,41063,FALSE,36556647
419,1494,TRUE,861,FALSE,68142039
2858,3074,TRUE,2263714,TRUE,12606037
3711,1764,FALSE,804,FALSE,52781546
1704,1754,FALSE,45216,FALSE,53718352
2139,1835,FALSE,7368,FALSE,49648635
3577,712,FALSE,6232,FALSE,138322116
130,2634,TRUE,36967,FALSE,23445828
1684,2566,TRUE,22029,FALSE,25235385
2238,548,FALSE,1011,FALSE,153162955
2974,1318,TRUE,5701,FALSE,84384619
4785,1441,TRUE,3143,FALSE,74066855
5981,1546,TRUE,15546,FALSE,66745900
1134,1728,FALSE,823,FALSE,52824740
5922,552,FALSE,1044,FALSE,152712613
1302,914,FALSE,5720,FALSE,121539616
5769,680,TRUE,29096,FALSE,140800870
3053,2394,FALSE,1243,FALSE,29187089
4095,2039,FALSE,2121,FALSE,41297224
1912,720,TRUE,17677,FALSE,137683704
3706,1703,FALSE,74201622,TRUE,56648155
2634,1702,FALSE,70488,FALSE,56563774
3451,2079,FALSE,5307,FALSE,39722314
5143,873,TRUE,16223,FALSE,124874439
3929,1648,FALSE,7416,FALSE,60072917
4345,1604,TRUE,1561,FALSE,62924714
4484,760,FALSE,970,FALSE,134539481
2072,1866,FALSE,772,FALSE,48157555
3997,2045,FALSE,8262,FALSE,41084026
2109,2222,TRUE,1723,FALSE,35993760
1032,1627,FALSE,4372,FALSE,61835714
1443,1516,FALSE,94515,TRUE,69307763
116,749,TRUE,9991,FALSE,135168298
2480,1534,FALSE,10432,FALSE,67245815
2643,1970,FALSE,43114,FALSE,43784281
4994,897,TRUE,23865,FALSE,122957188
6517,2267,FALSE,5492,FALSE,32324321
3160,465,TRUE,50504,FALSE,162788125
1820,505,TRUE,13529,FALSE,157782268
5643,1146,FALSE,904,FALSE,99726192
7006,204,FALSE,1572,FALSE,207486720
4236,1291,TRUE,18836,FALSE,87058109
4404,1833,FALSE,13473,FALSE,49784877
4822,1212,FALSE,2315,FALSE,91237377
6139,1433,FALSE,402,FALSE,73967936
4114,1531,TRUE,13772,FALSE,67151228
6818,584,FALSE,7452,FALSE,149743396
5588,523,TRUE,1424,FALSE,154956519
4776,1220,TRUE,5170,FALSE,88189825
3540,2131,TRUE,113714,FALSE,38363246
1484,1348,TRUE,1261175,TRUE,81628627
910,1733,TRUE,9871,FALSE,54823078
4045,2335,TRUE,10202,FALSE,30368988
2782,1028,FALSE,997,FALSE,108960141
6081,1627,TRUE,268,FALSE,61503249
1840,1182,FALSE,475,FALSE,95047978
4128,557,FALSE,11623,FALSE,152020548
2966,300,FALSE,2010,FALSE,185606914
6741,1587,TRUE,51245,FALSE,63913153
2580,2774,TRUE,7378,FALSE,20912090
5070,1418,TRUE,11090,FALSE,75851697
1985,1522,TRUE,5404,FALSE,68405056
6355,1493,TRUE,2360,FALSE,70809994
6464,1820,TRUE,746,FALSE,50297455
1989,401,TRUE,3603,FALSE,169972398
4145,246,TRUE,466,FALSE,194340289
4562,645,FALSE,1335,FALSE,143616407
2649,676,FALSE,7890,FALSE,141170791
6623,556,TRUE,27902,FALSE,152402888
6599,281,FALSE,4870,FALSE,188824461
1455,965,FALSE,8580,FALSE,116362635
3941,1628,FALSE,41532,FALSE,61334514
333,2030,TRUE,2767113,FALSE,41468687
1351,1141,TRUE,37564,FALSE,100830345
4613,371,TRUE,5197,FALSE,176712203
6456,2337,TRUE,1021,FALSE,28736092
3344,1105,FALSE,396,FALSE,103472798
2007,1812,TRUE,5561,FALSE,50565841
1587,356,TRUE,2454,FALSE,178425552
5985,900,FALSE,3116,FALSE,122369586
2370,1121,TRUE,4444,FALSE,102274559
5211,3534,FALSE,197923,FALSE,3993453
7063,455,TRUE,22051,FALSE,164577153
6690,1494,FALSE,2161,FALSE,70885221
4539,1923,TRUE,992,FALSE,45263208
14,1292,TRUE,35760,FALSE,86835235
968,183,TRUE,5065,FALSE,213829919
1316,634,FALSE,21878,FALSE,144964328
2040,912,FALSE,2585,FALSE,120197934
6045,2136,TRUE,211212,FALSE,38254267
1559,1658,FALSE,11122,FALSE,59870862
3873,203,TRUE,1535,FALSE,204514120
1432,1402,TRUE,665,FALSE,76877141
7000,1585,FALSE,47440,FALSE,64077560
339,1953,TRUE,66005,FALSE,44433540
5104,1300,TRUE,75417,FALSE,85873254
5946,2022,FALSE,57300,FALSE,41896185
5846,1209,FALSE,1985,FALSE,93926647
466,1752,FALSE,833750,TRUE,53822538
5525,2084,TRUE,2138,FALSE,39596627
4363,1950,TRUE,7274,FALSE,44574677
1881,1594,TRUE,4457,FALSE,63541651
729,1771,TRUE,9307,FALSE,52741878
4281,3092,FALSE,2920,FALSE,12074622
4171,1584,TRUE,907,FALSE,63907336
494,710,FALSE,9073,FALSE,138331282
5718,1418,TRUE,9312,FALSE,70464515
2794,2183,FALSE,1783705,TRUE,37067189
3008,1507,TRUE,140,FALSE,68361140
1008,2392,TRUE,3681,FALSE,27937148
5137,2632,TRUE,4174,FALSE,23555763
87,439,FALSE,382,FALSE,166985946
3119,2159,TRUE,473535,TRUE,37674166
3391,1938,FALSE,29512,FALSE,45063954
1402,1498,TRUE,421698,TRUE,70651142
4175,1125,FALSE,9516,FALSE,101328404
1055,2609,TRUE,67542,FALSE,24248745
3761,1934,TRUE,3956,FALSE,45212242
615,1073,TRUE,11291,FALSE,106120640
797,1817,FALSE,3347,FALSE,50382744
1666,1429,TRUE,10894,FALSE,75115843
4033,1634,FALSE,899,FALSE,61056196
4542,906,TRUE,5879,FALSE,122169707
4467,2419,FALSE,267,FALSE,28420276
272,1566,FALSE,988,FALSE,60129948
4681,3550,TRUE,80364,FALSE,3650097
2466,1834,FALSE,6613988,TRUE,49780445
1855,500,TRUE,4376,FALSE,155722958
886,1017,FALSE,5353,FALSE,110774381
1702,1348,FALSE,2400,FALSE,81563614
6996,2633,FALSE,2802,FALSE,23625458
4717,1243,FALSE,14639,FALSE,91384556
2371,2421,TRUE,9892,FALSE,27940360
6302,1411,TRUE,3191,FALSE,75528448
3175,1791,TRUE,24025,FALSE,51624496
2395,234,TRUE,676,FALSE,196974152
2054,1750,FALSE,14121,FALSE,53941070
6495,1874,FALSE,1274,FALSE,47872687
5057,2889,TRUE,99185,FALSE,17083918
6342,3973,FALSE,875,FALSE,178539
4997,1919,FALSE,543,FALSE,45673865
2246,1056,FALSE,793,FALSE,105026783
5860,1966,TRUE,159873,FALSE,43971461
1024,432,FALSE,2622,FALSE,168577445
5502,1937,TRUE,5620,FALSE,45085223
5759,2325,FALSE,38360,FALSE,30935224
1837,1431,TRUE,988,FALSE,74913841
5378,1633,TRUE,2931,FALSE,59355399
587,2222,FALSE,578723,FALSE,36111728
1952,3236,FALSE,364,FALSE,9261631
2501,1191,FALSE,29298,FALSE,95664434
3600,2050,TRUE,1236,FALSE,40788217
4848,1456,TRUE,17136,FALSE,72870970
4873,2011,TRUE,10962,FALSE,42299922
6839,1953,TRUE,13996,FALSE,44432797
2230,1648,TRUE,8664,FALSE,60429496
6210,1627,TRUE,38331,FALSE,61775818
4584,1093,FALSE,2502,FALSE,104131019
6275,1379,FALSE,9395,FALSE,77723845
5079,1731,TRUE,165414,FALSE,55039115
1308,2617,TRUE,6784,FALSE,24038449
3922,1689,FALSE,4828,FALSE,57746377
6656,792,FALSE,8177,FALSE,131890187
1489,1871,FALSE,1966,FALSE,48238046
379,2098,FALSE,1246,FALSE,39224173
2758,1650,TRUE,7703,FALSE,60122169
164,2764,FALSE,2157,FALSE,21217698
1450,3289,TRUE,604,FALSE,8605056
5093,1766,FALSE,3658,FALSE,52506190
4716,3068,TRUE,1081,FALSE,12266218
613,1782,TRUE,2353,FALSE,51955133
477,620,TRUE,244,FALSE,145900641
4882,860,FALSE,209,FALSE,125201532
1334,1977,TRUE,18764,FALSE,43404393
6162,1493,FALSE,5395,FALSE,70727599
6835,260,FALSE,3454,FALSE,192675224
4968,999,FALSE,1864,FALSE,113110344
952,2286,FALSE,19528,FALSE,32000257
6607,1110,FALSE,479,FALSE,101464990
125,2244,TRUE,19700,FALSE,35111230
6395,891,TRUE,5180,FALSE,123386994
6880,2352,TRUE,858,FALSE,29179368
4243,620,TRUE,837,FALSE,140355275
6098,1809,TRUE,717,FALSE,50652365
1274,2223,TRUE,1973,FALSE,35998702
5374,1867,FALSE,7864,FALSE,48443646
993,1040,TRUE,1541,FALSE,108939608
4866,1676,TRUE,543,FALSE,58616931
5019,763,TRUE,7256,FALSE,134311357
7073,575,FALSE,195,FALSE,146227183
7028,1647,TRUE,304,FALSE,58257064
5617,1326,TRUE,407,FALSE,83014444
4824,1676,TRUE,2280,FALSE,58584069
1474,1988,TRUE,3776,FALSE,43142593
5016,1542,FALSE,21484,FALSE,67055026
4419,1060,TRUE,17628,FALSE,107325513
892,3249,TRUE,8072,FALSE,9193591
3849,699,FALSE,2700,FALSE,138601237
5707,992,TRUE,6238,FALSE,113308654
2801,2284,TRUE,5502,FALSE,32037317
3537,2390,FALSE,971,FALSE,29302881
2969,990,FALSE,1372,FALSE,109503865
2336,1618,FALSE,11268,FALSE,62297522
1887,1968,FALSE,1529,FALSE,43815326
5696,2456,FALSE,3469,FALSE,27341784
3703,993,TRUE,8316,FALSE,113640867
1331,558,TRUE,9701,FALSE,152243387
4410,1389,FALSE,20874,FALSE,77795678
2124,2064,FALSE,21,FALSE,40014813
6191,1287,FALSE,1521,FALSE,87504888
5657,252,FALSE,6914,FALSE,194287060
1770,1686,FALSE,27,FALSE,54644876
2160,1961,FALSE,13487,FALSE,44012590
2285,1333,FALSE,812,FALSE,82587190
5706,651,FALSE,3894,FALSE,142979922
5321,1701,FALSE,45087,FALSE,56766600
6608,2611,TRUE,46,FALSE,23755679
2582,1914,FALSE,47107,FALSE,46061904
6063,2448,FALSE,13468,FALSE,27817706
4453,1440,FALSE,6165,FALSE,73574556
847,535,TRUE,1738,FALSE,148409348
409,1488,TRUE,31067,FALSE,71271350
408,1346,TRUE,40911,FALSE,81715358
6941,1736,TRUE,11220,FALSE,54720360
6886,875,TRUE,4225,FALSE,124714481
2002,1613,TRUE,15227,FALSE,62526151
748,1693,TRUE,3181,FALSE,56346406
713,1659,TRUE,22281,FALSE,59754186
5978,1800,TRUE,7248,FALSE,50724443
5554,1057,TRUE,37349,FALSE,107541138
3370,1091,TRUE,1024,FALSE,103947996
4556,1083,FALSE,2320,FALSE,103775553
872,1947,TRUE,4156,FALSE,44468304
246,1859,FALSE,1258,FALSE,48759384
7056,2441,FALSE,25246,FALSE,27983729
1293,1053,TRUE,942,FALSE,107826194
6166,2364,TRUE,9840,FALSE,29935945
6294,1598,TRUE,6347,FALSE,63322356
2177,1438,TRUE,4644,FALSE,74503248
171,970,TRUE,3279,FALSE,115966379
1291,1969,FALSE,1683,FALSE,43240461
6361,1173,FALSE,357,FALSE,93862296
2386,1316,TRUE,1609,FALSE,83357277
515,1318,TRUE,7065,FALSE,84362431
6372,190,FALSE,950,FALSE,196721073
6198,237,FALSE,914,FALSE,193738760
2286,647,TRUE,4098,FALSE,142939463
5259,1872,FALSE,25512,FALSE,48220152
4382,1088,TRUE,6227,FALSE,104796501
5917,2388,TRUE,29089,FALSE,29062554
767,1457,TRUE,3673,FALSE,73189200
2877,1128,FALSE,1129,FALSE,100948607
5810,933,FALSE,74441,FALSE,119518390
1699,1329,TRUE,81538,FALSE,83348947
5482,934,FALSE,5103,FALSE,119255541
3571,542,TRUE,2327,FALSE,153804985
337,747,FALSE,273,FALSE,135332630
6401,1648,TRUE,3761,FALSE,60445778
4373,1382,FALSE,564,FALSE,71575524
6514,2833,TRUE,1904,FALSE,18692825
5176,353,TRUE,1277,FALSE,178958100
5908,1719,FALSE,995,FALSE,55178627
5324,596,TRUE,2606,FALSE,148467852
54,388,TRUE,2261,FALSE,174738113
2525,2292,FALSE,130094,FALSE,31823713
689,2042,TRUE,168844,FALSE,41009431
2162,2777,TRUE,22892,FALSE,20927538
2697,699,TRUE,10839,FALSE,139335889
4077,1727,FALSE,2443,FALSE,55272736
5811,495,TRUE,7642,FALSE,158905527
1452,3107,TRUE,2579,FALSE,11734403
5332,2015,TRUE,1907,FALSE,42119333
5725,1235,FALSE,44521,FALSE,91993101
5135,1711,TRUE,1675,FALSE,56057117
4896,1927,FALSE,2452,FALSE,45231261
3116,2450,FALSE,607,FALSE,27630767
5281,2404,FALSE,9781,FALSE,28892503
4514,2726,FALSE,7179,FALSE,22000006
3972,566,FALSE,688,FALSE,151462969
2584,577,FALSE,1973,FALSE,150296548
1052,1992,TRUE,898,FALSE,42974788
6868,929,TRUE,9377,FALSE,119930325
1245,501,TRUE,8111,FALSE,158305203
1322,1662,TRUE,13647,FALSE,59640913
1756,2133,FALSE,1208,FALSE,38277217
6574,1305,FALSE,284,FALSE,80722779
4043,1893,FALSE,2970,FALSE,47195351
2511,1628,FALSE,494,FALSE,61331268
5169,1825,FALSE,5835,FALSE,49694678
5596,1566,FALSE,78,FALSE,61862698
3805,1127,TRUE,94553,FALSE,99780322
383,3714,TRUE,6210,FALSE,1065847
4270,1464,FALSE,3609,TRUE,72743893
5356,1629,TRUE,23435,FALSE,61747414
6633,1335,FALSE,3261,FALSE,82773782
2601,1593,TRUE,2154,FALSE,63576065
2873,1462,TRUE,7456,FALSE,72768115
5872,513,FALSE,2147,FALSE,156611891
2206,2042,FALSE,7418,FALSE,41096327
4213,1131,TRUE,700269,TRUE,101639802
6679,603,TRUE,15941,FALSE,147952821
2754,1857,TRUE,363,FALSE,48617805
5187,2315,TRUE,8786,FALSE,30977855
4257,1412,FALSE,3770,FALSE,76048104
3355,438,TRUE,123,FALSE,167091894
5943,1713,FALSE,387,FALSE,47936978
3748,1214,FALSE,8954,FALSE,93708859
831,2458,TRUE,2471,FALSE,26707946
754,1402,TRUE,1011,FALSE,76859186
6483,1879,TRUE,7181,FALSE,47872658
6501,2087,FALSE,1598,FALSE,39481512
2348,660,FALSE,2756,FALSE,141170121
2239,1006,FALSE,5519,FALSE,112366797
3526,2150,TRUE,15659,FALSE,37871688
4360,1383,FALSE,9823,FALSE,78292944
3533,2524,FALSE,4580,FALSE,26026071
6345,473,TRUE,6103,FALSE,161644264
2651,445,FALSE,455,FALSE,164223084
6371,2207,FALSE,911,FALSE,36338096
5166,3541,TRUE,602259,FALSE,3876821
2263,931,FALSE,9291,FALSE,119740631
3558,1997,FALSE,994,FALSE,42119194
5608,1218,TRUE,747,FALSE,79541016
5424,277,FALSE,10187,FALSE,189542765
3594,1488,TRUE,1457,FALSE,70033649
4166,2058,TRUE,9143,FALSE,39773687
6771,1853,FALSE,4141,FALSE,49052933
4796,355,TRUE,5319,FALSE,178643420
3458,1790,TRUE,8948,FALSE,51732395
1233,1857,TRUE,7332,FALSE,48876434
6397,2243,TRUE,30463,TRUE,35600871
2360,1613,FALSE,4667,FALSE,62576105
4127,1759,FALSE,2997,FALSE,53355927
2637,1451,FALSE,5264,FALSE,73537609
2055,1579,FALSE,98409,FALSE,63918927
6811,2364,FALSE,41828,FALSE,29971684
4960,180,TRUE,9647,FALSE,214527291
752,1152,TRUE,36781,FALSE,99518253
4596,1654,FALSE,684,FALSE,59304423
5647,2169,FALSE,21630,FALSE,37352316
2920,2109,FALSE,1132,FALSE,38644783
5899,1072,TRUE,4515,FALSE,106165618
3597,2410,FALSE,13921,FALSE,28766834
6366,1608,FALSE,5388,FALSE,62683557
6405,1559,TRUE,79541,FALSE,65763830
6344,843,TRUE,2327,FALSE,127285614
3205,968,FALSE,4761,FALSE,116120121
4427,2502,TRUE,4150,FALSE,26542083
6780,2298,FALSE,58736,FALSE,31669537
1261,1116,FALSE,1118,FALSE,82152403
4741,2074,FALSE,10869,FALSE,39971617
5564,1218,TRUE,11850,TRUE,92648108
1358,1436,TRUE,5705,FALSE,73895067
912,1279,TRUE,4434,FALSE,87525544
2572,533,FALSE,10,FALSE,148264907
3729,1778,TRUE,1313,FALSE,52109843
918,1852,TRUE,16485,FALSE,49039537
2243,2078,TRUE,18478,FALSE,39916755
1541,2223,TRUE,1945,FALSE,36097629
5446,1294,FALSE,44424,FALSE,86684060
3288,1732,TRUE,2822,FALSE,54812204
3030,635,FALSE,1949,FALSE,144874464
922,2007,FALSE,2183,FALSE,41896122
3790,2369,FALSE,136360,TRUE,29844120
3017,1380,FALSE,28813,FALSE,77781961
6403,1366,TRUE,99271,FALSE,79870124
1953,355,TRUE,13924,FALSE,178672194
3122,1923,TRUE,2114,FALSE,45685945
2866,364,FALSE,2365,FALSE,177576550
4061,1608,TRUE,3535,FALSE,60084437
42,518,TRUE,47949,FALSE,156631157
5683,2498,TRUE,25206,FALSE,26694473
6838,813,TRUE,128520,FALSE,130088348
2240,1553,TRUE,1799,FALSE,63935695
6458,1695,FALSE,23310,FALSE,57260639
1487,783,FALSE,4790,FALSE,132451800
5231,1663,TRUE,420,FALSE,59436938
1889,193,FALSE,7865,FALSE,210899361
965,2192,FALSE,10484,FALSE,36817177
5684,874,FALSE,179,FALSE,123630522
6111,552,TRUE,12127,FALSE,152762187
5307,2149,FALSE,6294,FALSE,37908567
3821,948,TRUE,24608,FALSE,118170340
2658,2087,TRUE,5862,FALSE,39639170
6786,2514,TRUE,3594,FALSE,26295596
335,1421,TRUE,2217,FALSE,70288145
2438,1999,TRUE,3883,FALSE,42571442
1688,1413,TRUE,7501,FALSE,76071584
5335,2083,TRUE,4197,FALSE,39640434
4123,901,FALSE,2673,FALSE,122594704
3580,470,FALSE,3776,FALSE,161489099
2195,1771,TRUE,20124,FALSE,52745328
1674,454,TRUE,2471,FALSE,163942310
6200,796,FALSE,8508,FALSE,131315722
282,798,TRUE,4721,FALSE,131416750
291,1920,TRUE,159230,FALSE,45892288
1079,1571,FALSE,1238,FALSE,65014316
1739,2295,TRUE,274602,TRUE,31756348
4352,1670,TRUE,40992,FALSE,59009744
4793,1655,FALSE,8611,FALSE,59882655
4237,1836,FALSE,1001,FALSE,48867006
2896,2237,TRUE,9451,FALSE,35773098
2172,1002,TRUE,4992,FALSE,112652762
4509,2662,TRUE,12536,FALSE,22614404
4056,3320,TRUE,105616,FALSE,8190846
211,1555,TRUE,57107,FALSE,66028041
997,2623,TRUE,680499,TRUE,23890273
2205,1790,TRUE,2312,FALSE,51454827
6644,2148,TRUE,8285,FALSE,37679960
2728,2353,TRUE,11358,FALSE,30234899
5641,2076,TRUE,22711,FALSE,40006510
2298,1803,TRUE,2843,FALSE,51107170
3578,469,TRUE,953,FALSE,162226373
747,638,FALSE,11785,FALSE,144479878
3410,736,FALSE,9135,FALSE,136404794
6215,1294,TRUE,3996,FALSE,85964848
1963,1832,FALSE,235337,TRUE,49877606
5583,2378,TRUE,13504,FALSE,29635289
1523,581,FALSE,7054,FALSE,149769478
2467,810,TRUE,17376,FALSE,130389726
3089,1941,TRUE,16289,FALSE,44883037
3430,2172,TRUE,2772,FALSE,37216102
4184,731,FALSE,725,FALSE,135486384
3863,2272,FALSE,4700,FALSE,32301866
2717,2335,TRUE,7956,FALSE,30677245
3322,467,TRUE,11016,FALSE,162455144
4901,1291,FALSE,36384,FALSE,87104203
5820,1904,TRUE,898,FALSE,46560453
4939,2345,FALSE,4578,FALSE,30207240
6533,1266,TRUE,9472,FALSE,89357053
480,2569,FALSE,6678,FALSE,25150568
6437,1065,TRUE,1945,FALSE,106921584
7044,1950,TRUE,43335,FALSE,44564305
389,278,FALSE,633,FALSE,189301640
4495,2011,FALSE,1288,FALSE,41855218
3958,1010,FALSE,1545,FALSE,110486557
215,2399,TRUE,11451,FALSE,29049363
289,1465,FALSE,1510,FALSE,72237757
6021,3798,TRUE,1411,FALSE,472714
1435,2121,FALSE,1895,FALSE,38650426
2598,374,TRUE,797,FALSE,176183292
2089,1485,TRUE,11173,FALSE,71472024
596,2232,TRUE,122015,FALSE,35882369
6418,1938,TRUE,72997,FALSE,43945213
228,2358,FALSE,651829,TRUE,30114362
1924,1651,FALSE,15814669,TRUE,60264946
2763,728,TRUE,5446,FALSE,137058655
4892,3007,TRUE,76540,FALSE,13872273
1822,1721,FALSE,54909,FALSE,55546110
2020,336,FALSE,82653,FALSE,181261050
1269,1136,FALSE,757,FALSE,101174247
1816,1115,TRUE,620,FALSE,100258038
2715,1732,FALSE,4393,FALSE,54286581
1594,1077,TRUE,14352,FALSE,105484002
4612,1556,TRUE,2767,FALSE,65939978
530,615,TRUE,2359,FALSE,146932968
5757,1930,TRUE,19432,FALSE,45369527
5333,1086,TRUE,66334,FALSE,104919208
3012,2093,TRUE,5425,FALSE,39366474
5523,2096,TRUE,130745,FALSE,39367248
3912,2130,FALSE,18318,FALSE,38216632
5138,1404,TRUE,1414855,TRUE,76852916
7076,1422,FALSE,1359,FALSE,75499708
4886,720,TRUE,6484,FALSE,137653378
6524,1046,TRUE,917,FALSE,104053486
2290,1792,TRUE,18011,FALSE,51533134
3494,2035,FALSE,113428,FALSE,41443340
5076,2574,TRUE,9301,FALSE,24325679
6518,1353,TRUE,24319,FALSE,80026660
2347,1149,TRUE,1086,FALSE,95737288
1393,2342,TRUE,9251,FALSE,30461173
354,819,TRUE,90231,FALSE,129647414
