id,rank,role,business_unit,location,education,age,isolate,degree,weighted_degree,constraint,log_constraint,betweenness,clustering,mean_path_len,core89,salary_resid,evaluation,promoted_or_aboveavg,responded,idea_expressed,idea_discussed,idea_value,idea_dismissed,idea_length,seq_order
E0136,SrMgr,Internal,BU_D,Urban2,Bachelor,49,False,3,2.65,40.10097774743608,3.691400716744349,0.0033502952929551875,0.3333333333333333,5.684981684981685,False,-0.7845155248941249,Outstanding,False,True,True,False,1.718540626211762,False,327.0,147.0
E0137,SrMgr,Internal,BU_D,Other,Less,33,False,3,2.5,40.19417757849858,3.693722148779421,0.0014345268021738605,0.3333333333333333,5.912087912087912,False,-0.9169350992176257,Good,False,True,False,False,,,,
E0138,SrMgr,Internal,BU_A,Other,Less,47,False,5,4.22,24.40576935855186,3.194819553470446,0.001176278940162565,0.2,5.516483516483516,False,-1.1343293977501994,Outstanding,True,True,True,True,1.7457267154395015,False,104.0,44.0
E0139,SrMgr,Purchasing,BU_E,Other,Bachelor,56,False,4,3.36,26.481009070294785,3.276427837227003,0.010140646452030501,0.0,4.857142857142857,False,-0.7537067642125621,Good,True,True,True,True,1.9953739048790793,False,206.0,45.0
E0140,SrMgr,Internal,BU_E,Urban1,Bachelor,40,False,8,6.95,14.91024316807856,2.7020484377032505,0.015028182511434358,0.10714285714285714,5.117216117216117,True,-0.43172342601392233,Good,True,True,True,True,2.3106807308484547,False,55.0,99.0
E0141,SrMgr,Purchasing,BU_E,Other,Graduate,51,False,3,2.7199999999999998,33.50994809688582,3.511842352863681,0.00019392041932109994,0.0,5.589743589743589,False,-1.4722734732530702,Outstanding,False,True,False,False,,,,
E0142,SrMgr,Internal,BU_E,Urban2,Graduate,60,False,7,6.4399999999999995,15.533669306235955,2.743009881386405,0.002153726785926233,0.047619047619047616,5.487179487179487,True,-0.2563824889880783,Good,False,False,False,False,,,,
E0143,SrMgr,Purchasing,BU_D,Other,Bachelor,45,False,6,5.02,18.322080571345616,2.908106921102484,0.2457593817249972,0.06666666666666667,4.21978021978022,False,-0.9271974675160706,Good,True,True,False,False,,,,
E0144,SrMgr,Internal,BU_C,Other,Graduate,50,False,6,4.52,17.494517973216386,2.8618875731803715,0.0,0.0,,False,-0.4336348724691693,Poor,True,True,False,False,,,,
E0145,SrMgr,Purchasing,BU_E,Urban2,Bachelor,42,False,7,6.23,14.534600609591141,2.6765320557930097,0.008622206246870144,0.0,5.0989010989010985,False,-1.001014479159766,Good,True,True,False,False,,,,
E0146,SrMgr,Purchasing,BU_B,Urban2,Graduate,60,False,7,6.37,19.552011285636915,2.973078160200399,0.0,0.0,,False,0.14073115029466243,Good,False,True,True,False,2.2051542154054844,True,182.0,193.0
E0147,SrMgr,Purchasing,BU_A,Urban2,Bachelor,50,False,5,3.65,21.936573465941077,3.0881552651633775,0.003802635329383772,0.0,4.875457875457876,False,0.0516499443306625,Good,True,True,True,False,2.691997679020144,False,164.0,105.0
E0148,SrMgr,Internal,BU_C,Urban1,Less,50,False,2,1.5,55.55555555555556,4.017383521085972,0.0,0.0,,False,-1.538048844815823,Good,False,False,False,False,,,,
E0149,SrMgr,Internal,BU_B,Other,Less,58,False,6,5.02,17.159251440453325,2.842537470757129,0.0,0.0,,False,-0.20100807522040687,Good,False,True,False,False,,,,
E0150,SrMgr,Purchasing,BU_D,Urban2,Bachelor,54,False,4,3.01,26.623326453350405,3.2817877658418633,0.004863687244598479,0.0,5.230769230769231,False,0.3560325371136994,Good,False,False,False,False,,,,
E0151,SrMgr,Internal,BU_E,Other,Bachelor,45,False,2,1.8599999999999999,50.28326974216674,3.9176724122792184,0.00014487565392542768,0.0,6.0,False,-1.447259580954819,Good,True,True,False,False,,,,
E0152,SrMgr,Internal,BU_C,Urban2,Bachelor,46,False,4,3.37,29.450784240093896,3.38272053928782,0.0,0.0,,False,-1.284812159408229,Outstanding,True,True,False,False,,,,
E0153,SrMgr,Purchasing,BU_A,Other,Bachelor,53,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-0.40649242094160376,Outstanding,True,True,False,False,,,,
E0154,SrMgr,Internal,BU_E,Urban1,Bachelor,46,False,5,4.02,21.89683997228015,3.0863423329079565,0.0019581735899042167,0.1,5.545787545787546,False,-1.532293399332843,Outstanding,True,False,False,False,,,,
E0155,SrMgr,Purchasing,BU_A,Urban2,Bachelor,37,False,4,3.15,26.933736457545976,3.293379644230071,0.003941291839120651,0.0,4.908424908424909,False,-1.2029349885904952,Poor,False,False,False,False,,,,
E0156,SrMgr,Purchasing,BU_A,Other,Less,50,False,5,4.16,20.71352625739645,3.0307869292571072,0.07370645904958258,0.0,3.923076923076923,False,-1.3164230501095948,Outstanding,False,True,True,True,1.5760906142690656,True,158.0,90.0
E0157,SrMgr,Internal,BU_D,Urban1,Bachelor,41,False,9,8.37,12.975160433741218,2.563036793811055,0.016957190820263382,0.05555555555555555,5.084249084249084,True,0.010631647591356375,Outstanding,True,True,False,False,,,,
E0158,SrMgr,Purchasing,BU_E,Urban2,Bachelor,60,False,2,1.8599999999999999,72.40156029412748,4.282227850183311,0.0,1.0,5.772893772893773,False,-1.341146401184239,Poor,False,True,False,False,,,,
E0159,SrMgr,Internal,BU_C,Other,Bachelor,51,False,9,8.86,12.273990270153737,2.507482411246511,0.0,0.0,,True,-0.700718865628023,Outstanding,False,False,False,False,,,,
E0160,SrMgr,Internal,BU_A,Other,Less,45,False,5,3.7199999999999998,21.528500404671068,3.0693776575185923,0.005148895759917209,0.0,5.443223443223443,False,-1.1377024986076658,Good,False,False,False,False,,,,
E0161,SrMgr,Internal,BU_B,Other,Bachelor,46,False,3,2.37,33.85675372536452,3.5221384986701048,0.0,0.0,,False,0.09953175076218534,Good,True,True,False,False,,,,
E0162,SrMgr,Internal,BU_A,Other,Bachelor,39,False,5,3.45,23.582317639690974,3.1604971786461173,0.004808498353897386,0.2,4.8901098901098905,False,-1.2336703067030674,Good,True,True,True,False,2.789440625614667,False,150.0,104.0
E0163,SrMgr,Internal,HQ,Other,Less,43,False,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-1.9063540761521334,Good,True,True,False,False,,,,
E0164,SrMgr,Internal,HQ,Urban1,Graduate,56,False,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-1.9337886896753735,Good,False,True,False,False,,,,
E0165,SrMgr,Purchasing,BU_E,Other,Less,63,False,6,5.4399999999999995,16.754974048442904,2.8186951723037352,0.007738550418530649,0.0,5.1611721611721615,False,-0.07817729025136394,Outstanding,True,True,True,True,1.9625527709670978,True,286.0,40.0
E0166,SrMgr,Purchasing,BU_D,Urban2,Bachelor,54,False,6,5.23,16.96821909194272,2.831342129245424,0.009614784502690979,0.0,5.238095238095238,False,-0.030162837301056622,Poor,False,True,False,False,,,,
E0167,SrMgr,Internal,BU_D,Other,Graduate,49,False,3,2.5,36.00000000000001,3.5835189384561104,0.0018417275911619796,0.0,5.9743589743589745,False,0.15728440252490017,Good,False,True,True,False,1.247394664020402,True,107.0,95.0
E0168,SrMgr,Purchasing,HQ,Other,Bachelor,47,False,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-1.803715358826198,Good,True,True,False,False,,,,
E0169,SrMgr,Purchasing,BU_C,Urban1,Less,44,False,3,2.51,34.31850288090666,3.5356846513170743,0.0,0.0,,False,-0.8689854311272546,Outstanding,True,True,True,True,2.1325789885058017,False,736.0,78.0
E0170,SrMgr,Purchasing,BU_B,Urban1,Less,62,False,4,3.51,25.666187774449888,3.2451744748731928,0.0,0.0,,False,1.0500746903730018,Poor,True,True,False,False,,,,
E0171,SrMgr,Internal,BU_B,Urban2,Bachelor,49,False,5,4.58,23.01064958350719,3.135957134135859,0.0,0.0,,False,-0.8388130573194627,Good,False,True,True,False,2.13882950171878,True,298.0,158.0
E0172,SrMgr,Purchasing,BU_E,Other,Bachelor,63,False,8,7.09,13.819031139138138,2.6260467101756464,0.010113983825901758,0.03571428571428571,5.065934065934066,True,-0.919595385091196,Poor,False,False,False,False,,,,
E0173,SrMgr,Purchasing,BU_A,Urban1,Less,58,False,6,4.3100000000000005,20.128199608240156,3.0021217974124266,0.003707060134967057,0.13333333333333333,5.157509157509158,False,-0.6151311638164326,Poor,True,True,False,False,,,,
E0174,SrMgr,Purchasing,BU_E,Other,Bachelor,40,False,4,3.7199999999999998,25.14163487108337,3.224525231719273,0.0006636156600271207,0.0,5.564102564102564,False,-0.2739395048596098,Outstanding,True,True,False,False,,,,
E0175,SrMgr,Purchasing,BU_A,Urban2,Less,46,False,8,6.45,13.26242413316508,2.5849347835214838,0.015030245000284164,0.0,4.476190476190476,True,-0.15772370200239916,Good,False,False,False,False,,,,
E0176,SrMgr,Internal,BU_E,Other,Bachelor,46,False,7,5.73,16.641958531667328,2.8119271286873273,0.006576885806429148,0.047619047619047616,5.128205128205129,False,-0.9924872813977801,Poor,False,True,False,False,,,,
E0177,SrMgr,Purchasing,BU_C,Other,Bachelor,50,False,4,3.7199999999999998,32.28846919245083,3.474710175546379,0.0,0.0,,False,-1.1044667376548745,Good,True,True,False,False,,,,
E0178,SrMgr,Internal,BU_C,Urban2,Less,50,False,6,5.02,19.67391248778728,2.9792935189657643,0.0,0.0,,False,-0.8033807445107866,Outstanding,False,False,False,False,,,,
E0179,SrMgr,Internal,BU_A,Urban1,Bachelor,68,False,6,5.02,18.5533930233055,2.920652684634602,0.0014767805693791471,0.06666666666666667,5.498168498168498,False,-1.0951911875664995,Poor,True,True,False,False,,,,
E0180,SrMgr,Purchasing,BU_B,Urban1,Graduate,44,False,6,4.59,17.23411223603457,2.8468906892737142,0.0,0.0,,False,-1.4337122912822713,Good,True,True,True,False,1.1623038544592297,False,114.0,32.0
E0181,SrMgr,Internal,BU_B,Urban1,Graduate,51,False,4,3.58,25.11469679473175,3.223453204452714,0.0,0.0,,False,0.6208754221528907,Outstanding,True,True,False,False,,,,
E0182,SrMgr,Internal,HQ,Other,Less,54,False,2,1.8599999999999999,50.28326974216674,3.9176724122792184,0.0,0.0,,False,-1.0683817124138302,Good,False,True,True,False,1.2659117146888765,False,315.0,138.0
E0183,SrMgr,Internal,BU_A,Other,Graduate,50,False,4,3.7199999999999998,25.14163487108337,3.224525231719273,0.007800358025572544,0.0,5.948717948717949,False,-0.8900752673575137,Outstanding,False,False,False,False,,,,
E0184,SrMgr,Purchasing,BU_A,Urban1,Bachelor,51,False,4,3.58,25.114696794731756,3.2234532044527144,0.002919443533362019,0.0,5.318681318681318,False,-0.8680512635383784,Good,False,False,False,False,,,,
E0185,SrMgr,Purchasing,BU_C,Urban2,Graduate,44,False,9,7.8100000000000005,13.859921685696442,2.6290013433631416,0.0,0.0,,True,-0.582157268912466,Outstanding,True,True,True,True,1.0,False,401.0,109.0
E0186,SrMgr,Internal,BU_D,Other,Less,51,False,3,2.36,35.722493536340146,3.575780561420112,0.00037796528053562036,0.0,5.721611721611722,False,-0.4108242736149259,Outstanding,False,False,False,False,,,,
E0187,Mgr3,Internal,BU_B,Other,Less,53,False,3,2.16,33.96347736625515,3.5252857521449488,0.0,0.0,,False,-0.7486685528182726,Good,True,True,False,False,,,,
E0188,Mgr3,Internal,BU_B,Other,Less,52,False,2,1.51,50.967062848120705,3.931179597581117,0.0,0.0,,False,0.3258059188573188,Poor,False,False,False,False,,,,
E0189,Mgr3,Internal,BU_B,Urban2,Graduate,53,False,3,2.7199999999999998,33.50994809688582,3.511842352863681,0.0,0.0,,False,-0.0029499668757680397,Good,False,True,False,False,,,,
E0190,Mgr3,Purchasing,BU_C,Other,Less,58,False,6,5.22,18.803190011168514,2.934026536886769,0.0,0.0,,False,-0.4857122118633648,Poor,False,True,True,False,1.7622846023822314,False,259.0,106.0
E0191,Mgr3,Internal,BU_A,Urban1,Bachelor,56,False,9,7.03,12.317467351823693,2.511018364880302,0.004357178068590364,0.027777777777777776,5.014652014652015,True,-0.7676864402331374,Good,True,True,True,True,1.7657863231877022,True,99.0,18.0
E0192,Mgr3,Internal,BU_A,Urban2,Graduate,50,False,10,7.67,14.838178447658565,2.697203484090662,0.025469869550912436,0.13333333333333333,4.443223443223443,True,0.43578415710483853,Good,True,True,False,False,,,,
E0193,Mgr3,Internal,BU_E,Other,Graduate,43,False,11,9.46,10.738513998911557,2.3738367181402626,0.01280354199857212,0.05454545454545454,5.018315018315018,True,-0.3982899375957809,Good,True,True,False,False,,,,
E0194,Mgr3,Purchasing,BU_B,Other,Bachelor,46,False,6,5.51,17.002908422567778,2.8333844131035297,0.0,0.0,,False,-1.2099320048202304,Good,False,True,True,True,2.3884551375304253,True,959.0,57.0
E0195,Mgr3,Purchasing,BU_A,Urban1,Bachelor,49,False,6,5.09,18.864188821334558,2.9372653533576503,0.006536628296397491,0.06666666666666667,4.732600732600733,False,0.36227332390328876,Outstanding,True,True,True,False,1.693671097851345,False,313.0,27.0
E0196,Mgr3,Internal,BU_B,Urban1,Less,52,False,5,3.95,20.94215670565615,3.0417641946782705,0.0,0.0,,False,-0.8734416172506417,Good,False,False,False,False,,,,
E0197,Mgr3,Internal,BU_D,Other,Graduate,47,False,8,6.8100000000000005,16.422365328228125,2.7986441453080677,0.02614828490337696,0.10714285714285714,4.791208791208791,True,0.272113245646324,Good,True,True,True,False,1.6939408058340562,True,83.0,190.0
E0198,Mgr3,Internal,BU_E,Urban2,Graduate,44,False,6,4.66,21.17283746664245,3.0527191085999226,0.006298362016142278,0.13333333333333333,5.168498168498169,False,-2.1263136621810323,Good,True,True,True,False,2.700190600504123,True,231.0,199.0
E0199,Mgr3,Purchasing,BU_A,Urban1,Bachelor,43,False,4,3.36,29.334350078508642,3.3787591869767315,0.0004113855304453699,0.16666666666666666,5.201465201465202,False,-0.6635148603057441,Outstanding,True,True,False,False,,,,
E0200,Mgr3,Purchasing,BU_C,Other,Bachelor,40,False,9,7.67,12.236647861906096,2.504435372084298,0.0,0.0,,True,0.5114457758651171,Good,True,True,True,False,3.586652421298262,True,171.0,38.0
E0201,Mgr3,Internal,BU_B,Urban2,Graduate,49,False,4,3.51,31.218169388848732,3.4410002775208834,0.0,0.0,,False,-0.4093285222351306,Good,False,False,False,False,,,,
E0202,Mgr3,Internal,HQ,Urban1,Bachelor,41,False,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-0.13392572097049027,Good,True,False,False,False,,,,
E0203,Mgr3,Internal,BU_D,Other,Bachelor,44,False,2,1.5,55.55555555555556,4.017383521085972,0.0001275642232760374,0.0,5.366300366300366,False,-1.1134375382324064,Good,True,False,False,False,,,,
E0204,Mgr3,Internal,BU_B,Other,Bachelor,48,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-0.3092267635498088,Good,False,True,True,False,1.0,True,201.0,43.0
E0205,Mgr3,Purchasing,BU_D,Other,Graduate,42,False,8,6.46,14.399003269140723,2.6671589867655356,0.08193568045404945,0.07142857142857142,4.391941391941392,True,-0.31743249151843933,Good,True,False,False,False,,,,
E0206,Mgr3,Internal,BU_A,Other,Bachelor,52,False,10,8.37,10.813371083281256,2.380783431628612,0.014855334964628587,0.022222222222222223,4.65934065934066,True,-0.11536016624735759,Good,False,False,False,False,,,,
E0207,Mgr3,Internal,BU_D,Other,Bachelor,54,False,2,1.51,50.967062848120705,3.931179597581117,0.0002148295215522106,0.0,6.0256410256410255,False,0.9557543811999459,Outstanding,False,True,False,False,,,,
E0208,Mgr3,Internal,BU_E,Other,Graduate,47,False,5,3.67,22.36040898889801,3.107291939215236,0.005119765354254276,0.1,5.1501831501831505,False,0.5403377130233551,Good,True,True,True,True,2.5064914280846153,False,86.0,123.0
E0209,Mgr3,Internal,BU_E,Urban1,Bachelor,47,False,7,4.73,19.520478601629456,2.9714640992104715,0.02255128239872651,0.14285714285714285,4.424908424908425,False,0.19781964968593596,Good,True,False,False,False,,,,
E0210,Mgr3,Internal,BU_A,Other,Less,53,False,6,4.87,20.380896151886084,3.0145979989517824,0.004566575162648789,0.13333333333333333,5.56043956043956,False,0.20148163875928687,Good,False,True,False,False,,,,
E0211,Mgr3,Internal,BU_D,Other,Graduate,46,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-1.1890295256976575,Good,False,True,False,False,,,,
E0212,Mgr3,Internal,BU_C,Other,Bachelor,45,False,5,4.02,20.57003539516349,3.023835424381105,0.0,0.0,,False,-0.6927206113995737,Good,True,True,False,False,,,,
E0213,Mgr3,Internal,BU_D,Urban1,Less,57,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-1.6254276391346347,Good,True,True,False,False,,,,
E0214,Mgr3,Internal,HQ,Other,Less,55,False,2,1.8599999999999999,50.28326974216674,3.9176724122792184,0.028980823098470155,0.0,6.673992673992674,False,-1.3588304431403029,Poor,True,True,False,False,,,,
E0215,Mgr3,Internal,BU_C,Other,Less,54,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-1.1731940995790557,Poor,True,True,False,False,,,,
E0216,Mgr3,Internal,BU_D,Urban2,Graduate,56,False,4,3.3,26.124885215794308,3.2628883166215163,0.002411875708983009,0.0,6.029304029304029,False,-0.41193380581448263,Good,True,True,True,True,2.0622712826849163,True,208.0,33.0
E0217,Mgr3,Internal,BU_B,Other,Bachelor,38,False,4,3.51,29.047510643635317,3.3689327874965467,0.0,0.0,,False,-1.2617780226185435,Good,False,True,False,False,,,,
E0218,Mgr3,Internal,BU_A,Other,Bachelor,58,False,7,4.8,15.603298611111112,2.747482341333411,0.19965403982121507,0.0,3.9413919413919416,False,-0.35711701157092196,Poor,False,True,False,False,,,,
E0219,Mgr3,Internal,BU_E,Urban1,Bachelor,52,False,11,9.52,11.69503920044089,2.459164751927993,0.019784068006850685,0.07272727272727272,5.0366300366300365,True,-0.40292042591985877,Good,True,False,False,False,,,,
E0220,Mgr3,Purchasing,BU_A,Other,Less,56,False,4,3.51,25.666187774449888,3.2451744748731928,0.01766171177534325,0.0,4.608058608058608,False,-1.1833810879765518,Good,False,False,False,False,,,,
E0221,Mgr3,Internal,BU_D,Other,Less,52,False,2,1.5,67.73494461695024,4.215602215389349,0.0,1.0,5.648351648351649,False,0.5620385393245884,Good,True,True,False,False,,,,
E0222,Mgr3,Internal,BU_E,Other,Less,50,False,10,8.09,10.513521400926841,2.3526621811906323,0.005725165950822491,0.0,5.402930402930403,True,-1.2094874528923785,Good,True,True,True,True,1.1686086442003372,True,111.0,75.0
E0223,Mgr3,Purchasing,BU_E,Urban2,Graduate,48,False,4,3.37,25.550106102897807,3.2406414693963868,0.001012894468799872,0.0,5.597069597069597,False,0.39325039330831985,Good,False,True,False,False,,,,
E0224,Mgr3,Internal,BU_E,Other,Bachelor,52,False,4,3.86,25.09866036672126,3.222814472869636,0.0007754004865349404,0.0,5.930402930402931,False,-1.9647310920595862,Good,True,True,False,False,,,,
E0225,Mgr3,Internal,BU_D,Other,Less,48,False,3,2.7199999999999998,49.058686255494386,3.893017260149221,5.424178218295865e-05,0.6666666666666666,6.032967032967033,False,-0.5667253207192908,Good,False,True,False,False,,,,
E0226,Mgr3,Purchasing,BU_E,Urban1,Bachelor,55,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-1.3909578054472396,Good,False,False,False,False,,,,
E0227,Mgr3,Internal,BU_B,Urban2,Bachelor,40,False,2,2.0,50.0,3.912023005428146,0.0,0.0,,False,-0.9275610629678718,Good,True,True,True,False,1.0822481836212263,False,156.0,82.0
E0228,Mgr3,Internal,BU_E,Urban1,Less,47,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,0.7144876965570314,Good,True,True,True,False,1.0,True,262.0,174.0
E0229,Mgr3,Internal,BU_C,Other,Bachelor,62,False,7,6.58,15.220415653781105,2.722637661770302,0.0,0.0,,True,-0.5695938478567834,Good,True,True,False,False,,,,
E0230,Mgr3,Purchasing,BU_C,Urban1,Bachelor,46,False,5,4.3,20.795024337479717,3.034713743546665,0.0,0.0,,False,-1.1373498071736134,Good,False,False,False,False,,,,
E0231,Mgr3,Internal,BU_D,Other,Less,49,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-0.21127531516429188,Good,True,True,False,False,,,,
E0232,Mgr3,Purchasing,BU_E,Urban1,Less,45,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-0.8016432635422519,Good,False,True,False,False,,,,
E0233,Mgr3,Internal,BU_D,Urban1,Less,52,False,9,7.37,13.463997765470273,2.600019290925202,0.04197772760567811,0.027777777777777776,4.761904761904762,True,-0.20650309764364974,Good,True,True,True,False,2.3021316685648356,True,143.0,89.0
E0234,Mgr3,Purchasing,BU_B,Other,Less,46,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-1.192738611755455,Outstanding,False,True,True,False,1.0,True,163.0,101.0
E0235,Mgr3,Internal,BU_C,Urban2,Graduate,49,False,9,7.09,12.88317446907815,2.555922155299241,0.0,0.0,,True,-0.9123621610798125,Good,True,False,False,False,,,,
E0236,Mgr3,Internal,BU_A,Other,Bachelor,55,False,2,1.72,50.0,3.912023005428146,0.0012920059416792644,0.0,5.783882783882784,False,-1.0208193219204893,Good,False,False,False,False,,,,
E0237,Mgr3,Internal,BU_B,Urban2,Bachelor,46,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,0.006282777404649109,Good,False,False,False,False,,,,
E0238,Mgr3,Internal,BU_C,Urban1,Less,55,False,9,7.88,12.724643215218325,2.54354052394672,0.0,0.0,,True,-0.4640056895295981,Good,True,True,False,False,,,,
E0239,Mgr3,Internal,BU_B,Other,Graduate,55,False,3,2.7199999999999998,43.40328408818743,3.770535108478245,0.0,0.0,,False,-1.186246383507651,Outstanding,True,True,False,False,,,,
E0240,Mgr3,Internal,BU_B,Urban1,Bachelor,56,False,1,0.86,100.0,4.605170185988092,0.0,0.0,,False,-0.4393467942967389,Poor,False,True,False,False,,,,
E0241,Mgr3,Purchasing,BU_E,Urban1,Less,51,False,8,6.03,15.698404911011599,2.7535591091680947,0.016461884443667023,0.07142857142857142,4.670329670329671,True,-0.2747914286320881,Outstanding,False,True,False,False,,,,
E0242,Mgr3,Internal,BU_E,Other,Bachelor,68,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-0.15109846368964247,Good,False,False,False,False,,,,
E0243,Mgr3,Internal,BU_D,Other,Graduate,56,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-0.889881285507208,Good,False,True,False,False,,,,
E0244,Mgr3,Internal,BU_D,Other,Less,52,False,4,3.51,25.666187774449885,3.2451744748731928,0.0012856175105038668,0.0,5.26007326007326,False,-0.44372099457284664,Good,False,False,False,False,,,,
E0245,Mgr3,Internal,BU_C,Urban2,Bachelor,45,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-0.257445378432218,Good,True,True,True,True,1.3461846841413838,True,355.0,93.0
E0246,Mgr3,Internal,BU_C,Other,Bachelor,49,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-1.2591675396965023,Good,False,True,True,False,2.808399674916141,True,107.0,28.0
E0247,Mgr3,Internal,BU_C,Other,Bachelor,59,False,14,11.18,9.155364640739531,2.214340007015383,0.0,0.0,,True,0.3546352026007596,Outstanding,False,False,False,False,,,,
E0248,Mgr3,Internal,BU_A,Other,Bachelor,60,False,5,3.87,23.118777524278357,3.140645167158756,0.001764265955646364,0.1,5.78021978021978,False,-0.3653668803153865,Good,False,True,True,False,2.8368118335418155,True,127.0,171.0
E0249,Mgr3,Purchasing,BU_E,Other,Bachelor,59,False,3,1.9500000000000002,39.138444585653325,3.667105221414701,0.010195012749869354,0.3333333333333333,4.981684981684982,False,-1.2107615957368578,Poor,False,False,False,False,,,,
E0250,Mgr3,Internal,BU_C,Urban1,Graduate,55,False,4,3.16,25.883271911552637,3.2535968878994037,0.0,0.0,,False,-1.1663272406348555,Good,True,True,False,False,,,,
E0251,Mgr3,Internal,BU_D,Urban2,Graduate,42,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-0.6221994184750219,Outstanding,False,False,False,False,,,,
E0252,Mgr3,Internal,BU_E,Urban1,Bachelor,53,False,3,2.86,33.4930803462272,3.511338860666182,0.001784999064538411,0.0,5.252747252747253,False,-0.8065187305627822,Outstanding,True,True,True,True,1.265033885832099,True,83.0,92.0
E0253,Mgr3,Internal,BU_C,Urban1,Bachelor,43,False,6,5.02,19.392496649414497,2.9648862206054862,0.0,0.0,,False,0.1724382888986981,Poor,True,False,False,False,,,,
E0254,Mgr3,Purchasing,BU_A,Other,Graduate,41,False,8,6.87,16.655162392384135,2.8127202219664142,0.006438445174623858,0.14285714285714285,4.743589743589744,True,-0.5382527653956799,Good,False,True,False,False,,,,
E0255,Mgr3,Purchasing,BU_D,Urban2,Less,51,False,5,3.73,20.781433058528414,3.0340599466487723,0.0030109746244390053,0.0,5.934065934065934,False,-0.15195459888037507,Poor,False,False,False,False,,,,
E0256,Mgr3,Internal,BU_D,Urban2,Bachelor,53,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-1.1466552038087237,Good,False,True,True,True,1.0,True,112.0,183.0
E0257,Mgr3,Internal,BU_D,Urban2,Bachelor,55,False,5,4.3,20.795024337479717,3.034713743546665,0.013841641196206247,0.0,5.256410256410256,False,-0.38026283249914,Good,False,False,False,False,,,,
E0258,Mgr3,Purchasing,BU_C,Other,Graduate,53,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,0.3682547395969379,Good,False,False,False,False,,,,
E0259,Mgr3,Purchasing,BU_A,Other,Bachelor,53,False,4,3.65,30.051152543831318,3.4029010144497502,0.0018656229345712792,0.16666666666666666,4.912087912087912,False,-0.5120379261914332,Good,False,True,False,False,,,,
E0260,Mgr3,Internal,BU_C,Other,Bachelor,44,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-0.939695337068289,Good,False,True,False,False,,,,
E0261,Mgr3,Internal,BU_A,Other,Graduate,49,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-1.1572838873315776,Good,True,False,False,False,,,,
E0262,Mgr3,Purchasing,BU_C,Urban2,Graduate,41,False,3,2.7199999999999998,33.50994809688582,3.511842352863681,0.0,0.0,,False,-0.43456045326117293,Good,True,True,True,False,2.7008151352640404,False,219.0,51.0
E0263,Mgr3,Purchasing,BU_B,Other,Less,38,False,1,0.86,100.0,4.605170185988092,0.0,0.0,,False,0.43389991538026884,Poor,False,False,False,False,,,,
E0264,Mgr3,Internal,BU_C,Other,Less,54,True,0,0.0,100.0,4.605170185988092,0.0,0.0,,False,-1.5071365230308833,Poor,False,False,False,False,,,,
E0265,Mgr3,Purchasing,BU_A,Other,Bachelor,45,False,10,8.59,11.572663106638869,2.4486456881543917,0.013709704742577218,0.06666666666666667,4.761904761904762,True,-0.32877986299136047,Outstanding,False,True,True,True,1.768687932506225,False,313.0,58.0
E0266,Mgr3,Internal,BU_D,Urban1,Bachelor,55,False,6,5.09,16.909383551862156,2.827868707595627,0.07197376891874632,0.0,4.754578754578755,False,-1.539054578829937,Good,False,True,False,False,,,,
E0267,Mgr3,Internal,BU_B,Urban2,Less,57,False,4,3.86,28.678505808780884,3.356147915656692,0.0,0.0,,False,-0.6900332971177989,Good,False,True,False,False,,,,
E0268,Mgr3,Purchasing,BU_C,Other,Graduate,46,False,7,6.23,17.312020008113826,2.8514010584001075,0.0,0.0,,False,-0.15822957223410644,Outstanding,False,True,True,False,2.7970852156954074,False,113.0,13.0
E0269,Mgr3,Internal,BU_D,Other,Bachelor,54,False,8,7.09,16.56316629118444,2.8071813318389824,0.04776073341270371,0.10714285714285714,4.882783882783883,True,-1.443124315885742,Good,False,False,False,False,,,,
E0270,Mgr3,Purchasing,BU_C,Urban2,Graduate,46,False,3,3.0,33.33333333333333,3.5065578973199814,0.0,0.0,,False,-0.7321536304380025,Good,False,True,False,False,,,,
